key,中文名,英文名,atlas,available,blueprint_compat,config.Xmult,config.ante_scaling,config.bonus,config.choose,config.consumable_slot,config.consumables,config.d_size,config.discards,config.dollars,config.extra,config.extra.Xmult,config.extra.chip_mod,config.extra.chips,config.extra.d_remaining,config.extra.destroy,config.extra.discard_sub,config.extra.discards,config.extra.dollars,config.extra.every,config.extra.faces,config.extra.h_mod,config.extra.h_plays,config.extra.h_size,config.extra.hand_add,config.extra.increase,config.extra.max,config.extra.min,config.extra.mult,config.extra.odds,config.extra.poker_hand,config.extra.remaining,config.extra.s_mult,config.extra.size,config.extra.suit,config.extra.xmult,config.extra_discard_bonus,config.extra_disp,config.extra_hand_bonus,config.h_dollars,config.h_size,config.h_x_mult,config.hand_size,config.hand_type,config.hands,config.joker_slot,config.max_highlighted,config.min_highlighted,config.mod_conv,config.mult,config.no_interest,config.p_dollars,config.planets,config.randomize_rank_suit,config.remove_card,config.remove_faces,config.softlock,config.spectral_rate,config.suit_conv,config.t_chips,config.t_mult,config.tarots,config.type,config.voucher,config.vouchers,consumeable,cost,cost_mult,demo,discovered,effect,enhancement_gate,eternal_compat,freq,hidden,kind,label,line,max,name,no_pool_flag,omit,order,perishable_compat,pos.x,pos.y,rarity,requires,set,soul_pos.x,soul_pos.y,stake,start_alerted,start_discovered,start_locked,unlock_condition.amount,unlock_condition.ante,unlock_condition.chips,unlock_condition.deck,unlock_condition.extra,unlock_condition.extra.count,unlock_condition.extra.e_key,unlock_condition.extra.enhancement,unlock_condition.extra.polychrome,unlock_condition.extra.suit,unlock_condition.extra.tally,unlock_condition.hidden,unlock_condition.n_rounds,unlock_condition.planet_count,unlock_condition.stake,unlock_condition.tarot_count,unlock_condition.type,unlocked,weight,yes_pool_flag
j_merry_andy,快乐安迪,Merry Andy,,,False,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,7,1.0,True,False,,,True,,,,,,,Merry Andy,,,125,True,8,0,2,,Joker,,,,,,True,,,,,,,,,,,,,12,,,,win,False,,
j_midas_mask,迈达斯面具,Midas Mask,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Midas Mask,,,76,True,0,13,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_mime,哑剧演员,Mime,,,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,Hand card double,,True,,,,,,,Mime,,,19,True,4,1,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_misprint,印错小丑,Misprint,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,True,False,Random Mult,,True,,,,,,,Misprint,,,27,True,6,2,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_mr_bones,骷髅先生,Mr. Bones,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,Prevent Death,,False,,,,,,,Mr. Bones,,,107,True,3,4,2,,Joker,,,,,,True,,,,,5,,,,,,,,,,,,c_losses,False,,
j_mystic_summit,神秘之峰,Mystic Summit,,,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,No Discard Mult,,True,,,,,,,Mystic Summit,,,23,True,2,2,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_obelisk,方尖石塔,Obelisk,,,True,1,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,True,False,,,True,,,,,,,Obelisk,,,75,False,9,12,3,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_odd_todd,奇数托德,Odd Todd,,,True,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,False,False,Odd Card Buff,,True,,,,,,,Odd Todd,,,40,True,9,3,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_onyx_agate,缟玛瑙,Onyx Agate,,,True,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Onyx Agate,,,119,True,2,8,2,,Joker,,,,,,True,,,,,,30,,,,Clubs,,,,,,,modify_deck,False,,
j_oops,六六大顺,Oops! All 6s,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,True,False,,,True,,,,,,,Oops! All 6s,,,126,True,5,6,2,,Joker,,,,,,True,,,10000,,,,,,,,,,,,,,chip_score,False,,
j_order,秩序,The Order,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straight,,,,8,1.0,True,False,X3 Mult,,True,,,,,,,The Order,,,134,True,8,4,3,,Joker,,,,,,True,,,,,Straight,,,,,,,,,,,,win_no_hand,False,,
j_pareidolia,幻视,Pareidolia,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,All face cards,,True,,,,,,,Pareidolia,,,37,True,6,3,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_perkeo,帕奇欧,Perkeo,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,True,False,,,True,,,,,,,Perkeo,,,150,True,7,8,4,,Joker,7,9,,,,True,,,,,,,,,,,,True,,,,,,False,,
j_photograph,照片,Photograph,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,False,False,,,True,,,,,,,Photograph,,,78,True,2,13,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_popcorn,爆米花,Popcorn,,,True,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,5,,False,False,,,False,,,,,,,Popcorn,,,97,True,1,15,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_raised_fist,致胜之拳,Raised Fist,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,False,False,Socialized Mult,,True,,,,,,,Raised Fist,,,29,True,8,2,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_ramen,拉面,Ramen,,,True,2,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,False,False,,,False,,,,,,,Ramen,,,100,True,2,15,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_red_card,红牌,Red Card,,,True,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,,,True,,,,,,,Red Card,,,63,False,7,11,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_reserved_parking,私人车位,Reserved Parking,,,True,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Reserved Parking,,,82,True,6,13,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_ride_the_bus,搭乘巴士,Ride the Bus,,,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Ride the Bus,,,44,False,1,6,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,discard_custom,True,,
j_riff_raff,乌合之众,Riff-Raff,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,,,True,,,,,,,Riff-raff,,,67,True,1,12,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_ring_master,马戏团长,Showman,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,True,False,,,True,,,,,,,Showman,,,121,True,6,5,2,,Joker,,,,,,True,,4,,,,,,,,,,,,,,,ante_up,False,,
j_rocket,火箭,Rocket,,,False,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Rocket,,,74,False,8,12,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_rough_gem,璞玉,Rough Gem,,,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Rough Gem,,,116,True,9,7,2,,Joker,,,,,,True,,,,,,30,,,,Diamonds,,,,,,,modify_deck,False,,
j_runner,跑步选手,Runner,,,True,,,,,,,,,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,True,False,,,True,,,,,,,Runner,,,49,False,3,10,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_satellite,卫星,Satellite,,,False,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Satellite,,,139,True,8,7,2,,Joker,,,,,,True,,,,,400,,,,,,,,,,,,money,False,,
j_scary_face,恐怖面孔,Scary Face,,,True,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,True,False,Scary Face Cards,,True,,,,,,,Scary Face,,,33,True,2,3,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_scholar,学者,Scholar,,,True,,,,,,,,,,,,,20,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,True,False,Ace Buff,,True,,,,,,,Scholar,,,41,True,0,4,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_seance,通灵,Séance,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straight Flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,,,True,,,,,,,Seance,,,66,True,0,12,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_seeing_double,重影,Seeing Double,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,X1.5 Mult club 7,,True,,,,,,,Seeing Double,,,128,True,4,4,2,,Joker,,,,,,True,,,,,four 7 of Clubs,,,,,,,,,,,,hand_contents,False,,
j_selzer,苏打水,Seltzer,,,True,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,False,,,,,,,Seltzer,,,102,True,3,15,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_shoot_the_moon,射月,Shoot the Moon,,,True,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,True,False,,,True,,,,,,,Shoot the Moon,,,140,True,2,6,1,,Joker,,,,,,True,,,,,,,,,,,,,,,,,play_all_hearts,False,,
j_shortcut,捷径,Shortcut,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,False,False,,,True,,,,,,,Shortcut,,,69,True,3,12,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_sixth_sense,第六感,Sixth Sense,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Sixth Sense,,,54,True,8,10,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_sly,奸诈小丑,Sly Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,Pair,,,,3,,True,False,,,True,,,,,,,Sly Joker,,,11,True,0,14,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_smeared,模糊小丑,Smeared Joker,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Smeared Joker,,,113,True,4,6,2,,Joker,,,,,,True,,,,,,3,m_wild,Wild Card,,,,,,,,,modify_deck,False,,
j_smiley,微笑表情,Smiley Face,,,True,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,False,False,,,True,,,,,,,Smiley Face,,,104,True,6,15,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_sock_and_buskin,喜与悲,Sock and Buskin,,,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,Face card double,,True,,,,,,,Sock and Buskin,,,109,True,3,1,2,,Joker,,,,,,True,,,,,300,,,,,,,,,,,,c_face_cards_played,False,,
j_space,太空小丑,Space Joker,,,True,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,Upgrade Hand chance,,True,,,,,,,Space Joker,,,45,True,3,5,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_splash,飞溅,Splash,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,True,False,,,True,,,,,,,Splash,,,52,True,6,10,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_square,方形小丑,Square Joker,,,True,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,True,False,,,True,,,,,,,Square Joker,,,65,False,9,11,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_steel_joker,钢铁小丑,Steel Joker,,,True,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1.0,True,False,Steel Card Buff,m_steel,True,,,,,,,Steel Joker,,,32,True,7,2,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_stencil,模具小丑,Joker Stencil,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,True,False,Hand Size Mult,,True,,,,,,,Joker Stencil,,,17,True,2,5,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_stone,石头小丑,Stone Joker,,,True,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,Stone Card Buff,m_stone,True,,,,,,,Stone Joker,,,89,True,9,0,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_stuntman,特技演员,Stuntman,,,True,,,,,,,,,,,,250,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Stuntman,,,136,True,8,6,3,,Joker,,,,,,True,,,100000000,,,,,,,,,,,,,,chip_score,False,,
j_supernova,超新星,Supernova,,,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,Hand played mult,,True,,,,,,,Supernova,,,43,True,2,4,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_superposition,叠加态,Superposition,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,True,False,,,True,,,,,,,Superposition,,,59,True,3,11,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_swashbuckler,侠盗,Swashbuckler,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1.0,True,False,Set Mult,,True,,,,,,,Swashbuckler,,,110,True,9,5,1,,Joker,,,,,,True,,,,,20,,,,,,,,,,,,c_jokers_sold,False,,
j_throwback,回溯,Throwback,,,True,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Throwback,,,114,True,5,7,2,,Joker,,,,,,True,,,,,,,,,,,,,,,,,continue_game,False,,
j_ticket,黄金门票,Golden Ticket,,,True,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,dollars for Gold cards,m_gold,True,,,,,,,Golden Ticket,,,106,True,5,3,1,,Joker,,,,,,True,,,,,Gold,,,,,,,,,,,,hand_contents,False,,
j_to_the_moon,冲向月球,To the Moon,,,False,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,True,False,,,True,,,,,,,To the Moon,,,84,True,8,13,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_todo_list,待办清单,To Do List,,,True,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,High Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,True,False,,,True,,,,,,,To Do List,,,60,True,4,11,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_trading,交易卡,Trading Card,,,False,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Trading Card,,,95,True,9,14,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_tribe,部落,The Tribe,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flush,,,,8,1.0,True,False,X3 Mult,,True,,,,,,,The Tribe,,,135,True,9,4,3,,Joker,,,,,,True,,,,,Flush,,,,,,,,,,,,win_no_hand,False,,
j_triboulet,特里布莱,Triboulet,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,True,False,,,True,,,,,,,Triboulet,,,147,True,4,8,4,,Joker,4,9,,,,True,,,,,,,,,,,,True,,,,,,False,,
j_trio,三重奏,The Trio,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three of a Kind,,,,8,1.0,True,False,X2 Mult,,True,,,,,,,The Trio,,,132,True,6,4,3,,Joker,,,,,,True,,,,,Three of a Kind,,,,,,,,,,,,win_no_hand,False,,
j_troubadour,游吟诗人,Troubadour,,,False,,,,,,,,,,,,,,,,,,,,,,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,"Hand Size, Plays",,True,,,,,,,Troubadour,,,111,True,0,2,2,,Joker,,,,,,True,,,,,5,,,,,,,,,,,,round_win,False,,
j_trousers,备用裤子,Spare Trousers,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,False,False,,,True,,,,,,,Spare Trousers,,,98,False,4,15,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_turtle_bean,黑龟豆,Turtle Bean,,,False,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,False,False,,,False,,,,,,,Turtle Bean,,,80,True,4,13,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_vagabond,流浪者,Vagabond,,,True,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,True,False,,,True,,,,,,,Vagabond,,,71,True,5,12,3,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_vampire,吸血鬼,Vampire,,,True,1,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Vampire,,,68,False,2,12,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_walkie_talkie,对讲机,Walkie Talkie,,,True,,,,,,,,,,,,,10,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,True,False,,,True,,,,,,,Walkie Talkie,,,101,True,8,15,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_wee,小小丑,Wee Joker,,,True,,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,True,False,,,True,,,,,,,Wee Joker,,,124,False,0,0,3,,Joker,,,,,,True,,,,,,,,,,,,,18,,,,win,False,,
j_wily,狡猾小丑,Wily Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,Three of a Kind,,,,4,,True,False,,,True,,,,,,,Wily Joker,,,12,True,1,14,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_wrathful_joker,愤怒小丑,Wrathful Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Spades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,False,False,Suit Mult,,True,,,,,,,Wrathful Joker,,,4,True,8,1,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_yorick,约里克,Yorick,,,True,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,True,False,,,True,,,,,,,Yorick,,,148,True,5,8,4,,Joker,5,9,,,,True,,,,,,,,,,,,True,,,,,,False,,
j_zany,古怪小丑,Zany Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,Three of a Kind,,,,4,1.0,False,False,Type Mult,,True,,,,,,,Zany Joker,,,7,True,3,0,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
m_bonus,奖励牌,Bonus Card,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonus Card,,,,,,Bonus Card,,500,Bonus,,,2,,1,1,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,
m_glass,玻璃牌,Glass Card,,,,2,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glass Card,,,,,,Glass Card,,500,Glass Card,,,5,,5,1,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,
m_gold,黄金牌,Gold Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold Card,,,,,,Gold Card,,500,Gold Card,,,8,,6,0,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,
m_lucky,幸运牌,Lucky Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,Lucky Card,,,,,,Lucky Card,,500,Lucky Card,,,9,,4,1,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,
m_mult,倍率牌,Mult Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,Mult Card,,,,,,Mult Card,,500,Mult,,,3,,2,1,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,
m_steel,钢铁牌,Steel Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steel Card,,,,,,Steel Card,,500,Steel Card,,,6,,6,1,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,
m_stone,石头牌,Stone Card,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stone Card,,,,,,Stone Card,,500,Stone Card,,,7,,5,0,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,
m_wild,万能牌,Wild Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wild Card,,,,,,Wild Card,,500,Wild Card,,,4,,3,1,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,
p_arcana_jumbo_1,,,Booster,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,False,,,,,,Arcana,,,,Jumbo Arcana Pack,,,5,,0,2,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,1,
p_arcana_jumbo_2,,,Booster,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,False,,,,,,Arcana,,,,Jumbo Arcana Pack,,,6,,1,2,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,1,
p_arcana_mega_1,,,Booster,,,,,,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,False,,,,,,Arcana,,,,Mega Arcana Pack,,,7,,2,2,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,0.25,
p_arcana_mega_2,,,Booster,,,,,,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,False,,,,,,Arcana,,,,Mega Arcana Pack,,,8,,3,2,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,0.25,
p_arcana_normal_1,,,Booster,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,False,,,,,,Arcana,,,,Arcana Pack,,,1,,0,0,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,1,
