matrix,block_list
"[[1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 2, 22]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, -1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [1, -1, -1, 1, 1, 1, 1, 1], [1, -1, -1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1]]","[13, 15, 3]"
"[[-1, 1, -1, 1, 1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, -1, -1, 1, 1, 1, -1]]","[13, 20, 20]"
"[[-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [2, 1, 1, 1, 21, 21, 21, -1], [2, 21, 21, 21, 1, 1, 1, -1], [2, 2, 21, 21, 1, 1, 1, -1], [1, 2, 21, 21, 1, 1, 1, -1], [2, 2, 2, 2, 2, 2, 2, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 7, 7]"
"[[-1, -1, 1, 1, 2, 2, -1, -1], [7, 1, 1, 5, 3, 2, -1, 5], [1, 3, 5, 5, 2, 2, -1, 7], [-1, -1, 3, 2, 2, 1, -1, 7], [6, -1, -1, -1, -1, -1, -1, 6], [5, -1, 5, 3, 3, -1, -1, -1], [2, 2, 4, 4, 4, 4, -1, -1], [-1, 4, 4, 4, 3, 3, 5, 7]]","[11, 32, 35]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 4, 6, 7, 6, 7, 5, -1], [1, 1, 2, 2, 2, 2, 5, -1], [4, 1, 1, 1, 1, 7, 5, -1], [2, 3, 2, 1, 1, 6, 7, -1], [2, 3, 2, 5, 5, 6, 7, -1], [-1, 3, 4, 5, 5, 6, 7, -1], [-1, 3, 4, 5, 5, 6, 7, -1]]","[11, 12, 22]"
"[[2, -1, 6, 1, 2, -1, 6, 2], [6, -1, 1, 4, 4, 4, 2, 2], [-1, 1, 1, 1, -1, -1, 2, -1], [2, -1, -1, -1, 1, 6, -1, -1], [1, 2, 1, 7, 7, 7, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 3, 3, 3, 3, 3, 2, 6], [-1, -1, 1, 1, 6, -1, 2, 1]]","[25, 35, 9]"
"[[-1, -1, -1, -1, -1, -1, 1, -1], [1, 1, 1, 2, 2, 1, 2, -1], [3, 3, 3, 3, 4, 4, 4, -1], [1, 1, 1, 1, 1, -1, -1, -1], [3, 3, 3, 3, 3, 3, -1, 3], [-1, -1, 3, 2, 2, 2, 1, 1], [1, 3, 2, -1, 2, 2, 2, -1], [2, 2, -1, 3, 2, -1, 2, -1]]","[24, 7, 7]"
"[[-1, -1, -1, -1, 1, 1, 1, -1], [2, 1, -1, 3, 2, 1, 2, 2], [2, 2, 2, 3, -1, -1, -1, 3], [2, 3, 3, 3, -1, 3, 3, 3], [3, -1, 3, 3, -1, -1, 3, 2], [1, 2, 1, 3, 3, 3, 1, -1], [-1, 3, 2, -1, 3, 2, 3, -1], [-1, -1, -1, 3, 2, -1, 1, -1]]","[21, 7, 8]"
"[[1, 1, -1, 1, -1, -1, -1, -1], [1, 1, -1, 1, -1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, -1, 1, -1, 1, 1, -1], [1, -1, -1, -1, -1, 1, 1, -1], [1, 1, -1, 1, -1, 1, 1, -1]]","[25, 25, 34]"
"[[1, -1, -1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, 1, 1, 1, -1], [1, 1, 1, 1, -1, 1, 1, -1], [-1, 1, -1, -1, -1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, -1, -1, 1, -1]]","[13, 22, 33]"
"[[-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, -1, -1, 1, 1, 1, -1, -1], [1, 1, 1, 1, -1, -1, 1, 1], [1, 1, -1, -1, -1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, -1]]","[13, 31, 33]"
"[[-1, -1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, -1, -1, 1, 1, -1], [-1, 1, 1, 1, 1, -1, 1, -1], [-1, -1, -1, -1, -1, 1, 1, 1]]","[16, 22, 31]"
"[[-1, -1, 1, 1, 1, 6, 6, 6], [-1, -1, 1, 1, 1, 6, 6, 6], [-1, -1, 1, 1, 1, 6, 6, 6], [4, -1, -1, -1, -1, -1, -1, -1], [4, 7, 4, 4, 4, 4, 4, -1], [4, 7, 7, 7, 7, 7, 7, -1], [4, 7, 4, 4, 4, 4, 4, -1], [4, 7, 7, 7, 7, 7, 7, -1]]","[11, 32, 36]"
"[[-1, -1, -1, -1, -1, -1, -1, 1], [-1, 1, -1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, -1, 1, 1, 1], [1, -1, -1, 1, 1, 1, 1, 1], [1, -1, -1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, -1, 1, -1, 1]]","[30, 7, 9]"
"[[-1, 1, -1, 1, -1, -1, -1, 1], [-1, 1, -1, 1, 1, -1, 1, -1], [-1, -1, 1, -1, 1, -1, 1, -1], [-1, -1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, 1]]","[22, 31, 9]"
"[[-1, 1, -1, -1, 1, -1, -1, 1], [-1, -1, 1, -1, -1, -1, 1, 1], [-1, 1, 1, -1, 1, -1, 1, 1], [1, 1, 1, -1, -1, -1, 1, 1], [1, 1, -1, -1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1]]","[22, 29, 7]"
"[[-1, -1, -1, -1, 1, 1, -1, -1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, -1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1]]","[13, 27, 9]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, -1, 1, 1, 1, -1, 1, 1], [1, -1, 1, 1, 1, -1, 1, 1], [-1, -1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1]]","[11, 29, 7]"
"[[-1, 1, -1, 1, 3, 1, 3, 3], [-1, 2, -1, 2, 3, 3, 3, 3], [-1, 3, -1, 1, 3, 2, 3, 3], [-1, -1, -1, 1, 1, 4, 4, 1], [-1, -1, -1, 1, 1, 4, 4, 1], [2, 2, 2, 1, -1, 3, -1, -1], [2, 2, 2, -1, 1, -1, 1, 1], [2, 2, 2, -1, 1, -1, 3, 2]]","[10, 13, 7]"
"[[1, 1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, -1, 1, -1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, 1, 1, -1]]","[11, 11, 17]"
"[[1, 1, -1, -1, -1, 1, 1, 1], [1, 1, -1, -1, -1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, -1, -1, 1, 1, 1], [1, 1, -1, -1, -1, -1, 1, 1], [1, 1, -1, 1, 1, 1, -1, -1], [-1, -1, -1, 1, 1, -1, 1, -1], [1, 1, -1, 1, 1, 1, -1, 1]]","[17, 35, 8]"
"[[1, 1, -1, 1, -1, -1, 1, 1], [1, 1, -1, -1, 1, 1, 1, -1], [-1, 1, 1, -1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, 1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, -1]]","[19, 7, 9]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [2, 2, 2, 3, 3, 3, -1, 3], [2, 2, 2, 3, 3, 3, -1, 3], [2, 2, 2, 3, 3, 3, -1, 3], [3, 3, 3, 3, 3, 7, -1, 3], [4, 4, 4, 7, 7, 7, -1, 4], [2, 2, 2, 2, 2, 7, -1, 4], [3, 3, 3, 3, 3, 7, -1, 4]]","[22, 3, 5]"
"[[-1, 1, -1, -1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, -1], [1, -1, 1, 1, -1, -1, 1, -1], [-1, -1, 1, 1, -1, -1, -1, 1]]","[20, 22, 22]"
"[[-1, -1, -1, -1, -1, -1, -1, 1], [1, 1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[13, 15, 38]"
"[[-1, 1, 1, 1, 1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, -1, -1, 1, -1, 1, 1, 1], [1, -1, -1, -1, -1, 1, 1, 1]]","[19, 20, 33]"
"[[-1, 1, -1, 3, 5, 3, 5, 5], [-1, 4, -1, 4, 4, 4, 4, 4], [-1, 1, -1, 1, 2, 6, 2, 2], [-1, -1, -1, 3, 1, -1, 6, 3], [7, 7, -1, -1, 1, -1, 7, 6], [1, 1, -1, 1, -1, 3, -1, -1], [3, 3, 3, -1, 1, -1, 6, 6], [1, 1, 1, -1, 3, -1, 1, 1]]","[12, 13, 7]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 4, 4, 4, -1, -1], [1, 1, 1, 4, 4, 4, -1, -1], [1, 1, 1, 4, 4, 4, -1, 2], [7, 7, 7, 7, 7, -1, -1, 2], [3, 5, 5, 6, 7, 7, -1, 2], [3, 5, 5, 6, 7, 7, -1, 2], [3, 3, 3, 6, 6, 6, -1, 2]]","[25, 7, 9]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, -1, 2, 2, 2], [4, 4, 4, 6, -1, 7, 7, 4], [4, 4, 4, 7, -1, 5, 5, 5], [4, 4, 4, 7, -1, 5, 5, 5], [3, 3, 3, 3, -1, 1, 1, 1], [2, 2, 2, 6, -1, 3, 3, 3], [2, 2, 2, 6, -1, 6, 6, 5]]","[11, 22, 3]"
"[[1, 1, 1, -1, 1, 1, 1, -1], [-1, 1, 1, 1, -1, -1, 1, 1], [-1, 1, 1, -1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[11, 13, 13]"
"[[1, -1, -1, -1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [-1, 1, 1, 1, -1, 1, -1, -1], [1, 1, 1, 1, -1, 1, -1, -1], [1, 1, 1, 1, -1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, 1, 1, 1, 1, -1, 1], [1, -1, -1, 1, 1, 1, -1, -1]]","[11, 18, 4]"
"[[-1, 1, -1, -1, 1, -1, -1, -1], [2, 2, 2, 7, 4, -1, -1, 1], [1, 1, 2, 5, 5, 5, -1, -1], [7, 4, 5, 5, 5, 5, -1, 4], [4, 4, 5, 7, 1, 1, -1, 1], [4, -1, 4, -1, 1, 4, -1, 1], [4, -1, 1, 4, 1, 1, -1, 4], [7, -1, -1, -1, -1, 1, -1, -1]]","[18, 22, 8]"
"[[1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 4, -1, 4, 4, 7, 7], [1, 1, 4, -1, 1, 4, 4, 1], [7, 7, 4, -1, 4, 4, 1, 1], [7, 4, 1, 7, 1, 7, 4, -1], [7, 4, 7, 1, 1, 7, 7, -1], [4, 7, 4, 7, 1, 7, 7, -1], [-1, -1, -1, -1, -1, 7, 4, -1]]","[11, 7, 7]"
"[[1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[22, 3, 3]"
"[[-1, 1, -1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, -1, -1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, -1, -1, -1, -1, 1], [1, 1, -1, -1, 1, -1, 1, 1]]","[14, 35, 42]"
"[[1, 1, 1, -1, -1, -1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, -1, -1, -1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1]]","[13, 15, 37]"
"[[-1, 1, 1, -1, -1, 4, 1, -1], [1, 1, -1, 4, 5, 4, -1, -1], [-1, 1, 5, 4, 4, 4, 5, -1], [-1, 1, 5, 4, 4, 4, 5, -1], [-1, 1, 6, 6, 6, 6, 7, -1], [-1, 1, 1, 1, 5, 5, 5, -1], [-1, 1, 5, 6, 6, 5, 5, -1], [-1, -1, 4, 5, 4, -1, 4, -1]]","[22, 22, 25]"
"[[-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, -1, 1, 1, 1, 1, 1, -1]]","[12, 13, 7]"
"[[-1, 1, -1, -1, 1, 1, 1, -1], [1, 1, 1, 1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1]]","[12, 17, 7]"
"[[1, 1, -1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, -1], [1, -1, 1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, 1, 1, -1, -1], [1, -1, 1, -1, 1, 1, 1, 1], [1, -1, 1, -1, -1, -1, 1, 1]]","[13, 21, 8]"
"[[-1, 1, -1, 5, -1, -1, -1, -1], [1, 4, -1, 4, 3, -1, -1, -1], [2, 2, -1, 2, 3, 7, -1, 1], [6, 6, -1, 6, 6, 6, 6, 6], [3, 3, -1, 7, 1, 7, 7, 7], [1, 1, -1, 1, 1, 1, 1, 1], [1, 3, -1, 3, 3, 3, 1, -1], [3, -1, -1, -1, 3, 3, -1, 3]]","[22, 29, 35]"
"[[-1, 1, 1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, -1], [-1, 1, 1, 1, 1, -1, 1, -1], [-1, 1, 1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, -1, 1], [-1, -1, -1, -1, -1, -1, 1, 1]]","[17, 27, 4]"
"[[-1, -1, 1, 1, -1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, -1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, -1, 1, -1, 1], [-1, 1, 1, 1, -1, -1, -1, 1]]","[13, 25, 8]"
"[[1, -1, -1, 1, -1, 1, 5, 5], [-1, -1, -1, -1, -1, 1, 4, 7], [7, 1, 4, 4, -1, -1, -1, 4], [4, -1, -1, 1, 7, 4, 4, 4], [-1, -1, 7, 4, -1, -1, -1, -1], [-1, 7, 7, 4, 4, 1, 1, 7], [-1, 7, 3, 3, 7, 3, 3, 1], [-1, -1, -1, 7, 7, 7, 7, 1]]","[14, 23, 23]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, -1, -1, -1], [6, 6, 6, 7, 7, 7, -1, -1], [6, 6, 6, 7, 7, 7, -1, 1], [6, 6, 6, 7, 7, 7, -1, 1], [4, 4, 4, 4, 4, 4, -1, 1], [1, 1, 1, 1, 1, 4, -1, 1], [4, 4, 4, 4, 4, 4, -1, 1]]","[14, 22, 28]"
"[[-1, 1, 1, -1, 1, 1, -1, -1], [1, -1, 1, -1, 1, 1, -1, 1], [1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, -1, -1, 1], [1, 1, 1, 1, -1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[23, 27, 6]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 6, 6, 6, -1], [-1, 1, 1, 1, 6, 6, 6, -1], [4, 1, 1, 1, 6, 6, 6, -1], [4, 4, 4, 4, 4, 4, -1, 7], [4, 7, 7, 7, 7, 7, -1, 7], [4, 7, 7, 7, 7, 7, -1, 7], [4, 4, 4, 4, 4, 4, -1, 7]]","[11, 21, 7]"
"[[-1, 1, 1, -1, 1, -1, -1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, 1, 1, 1, 1, 1]]","[11, 22, 36]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [5, 1, 1, 1, -1, 1, 5, 5], [5, 1, 1, 1, -1, 1, 5, 5], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 5]]","[11, 36, 7]"
"[[-1, -1, -1, 1, -1, -1, -1, -1], [-1, 1, 1, -1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, -1, -1, 1, 1, 1, 1, 1]]","[13, 18, 34]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, -1, -1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1]]","[21, 22, 35]"
"[[1, -1, -1, 1, 1, -1, 1, -1], [1, -1, -1, 1, 1, -1, 1, 1], [1, 1, 1, 1, -1, -1, 1, -1], [1, 1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, 1, -1, -1, 1], [-1, 1, 1, 1, 1, -1, 1, -1], [-1, 1, 1, 1, 1, -1, 1, 1], [1, -1, -1, -1, 1, -1, -1, -1]]","[23, 29, 35]"
"[[1, 3, 2, 3, 5, 5, 1, -1], [4, -1, -1, 3, 1, 4, 4, -1], [2, 3, -1, -1, 2, 2, 2, -1], [6, 6, 6, -1, 1, 1, -1, -1], [-1, 1, 2, -1, -1, -1, -1, -1], [-1, 2, 2, 1, 2, -1, -1, 2], [3, -1, 2, 1, 3, 3, 1, 2], [3, 3, 3, 3, 3, 3, 3, -1]]","[11, 14, 23]"
"[[1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, 1, 1, 1, 1, -1, 1], [1, -1, -1, -1, -1, -1, 1, 1], [1, -1, 1, 1, 1, 1, -1, -1], [1, 1, -1, -1, 1, 1, -1, -1], [-1, 1, 1, -1, 1, 1, 1, 1]]","[11, 13, 15]"
"[[-1, -1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, -1, -1, -1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, -1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1]]","[29, 34, 7]"
"[[1, 1, 1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, 1, 1, 1, 1, -1]]","[11, 11, 7]"
"[[1, 1, 1, -1, 1, 1, -1, 1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, -1, -1, -1, -1], [1, 1, 1, 1, -1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1]]","[16, 27, 35]"
"[[1, -1, 1, 1, -1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, -1, -1, -1, -1, -1, 1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, 1, -1, 1, 1, 1, 1], [1, -1, -1, -1, 1, 1, 1, -1]]","[11, 13, 18]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 5, 5, 5, 21], [-1, 1, 1, 1, 5, 5, 5, 21], [-1, 7, 7, 7, 2, 6, 6, 21], [-1, 7, 7, 7, 2, 6, 6, -1], [-1, 21, 21, 21, 2, 3, 3, 3], [-1, 21, 21, 21, 2, 3, 3, 3], [-1, 21, 21, 21, 2, 3, 3, 3]]","[11, 22, 4]"
"[[1, 1, -1, 1, -1, 1, 1, 1], [1, 1, -1, 1, -1, 1, 1, 1], [1, 1, -1, 1, -1, 1, 1, 1], [1, 1, -1, 1, -1, 1, -1, -1], [1, 1, -1, 1, -1, 1, -1, -1], [-1, 1, -1, 1, -1, 1, -1, 1], [-1, -1, -1, 1, -1, 1, 1, 1], [1, 1, -1, -1, -1, -1, 1, 1]]","[22, 22, 36]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 2, 7, -1], [7, 7, 7, 7, 7, 2, 7, -1], [5, 5, 5, 5, 5, 2, 7, -1], [3, 4, 3, 1, -1, 2, 7, 1], [3, 4, 3, 1, -1, 2, 7, 1], [3, 4, 3, 1, -1, 1, 1, 1], [3, 4, 3, 1, -1, -1, -1, -1]]","[17, 3, 3]"
"[[1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 2, 7]"
"[[1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, -1, -1, -1, -1, -1, 1, 1], [1, 1, -1, 1, -1, -1, 1, 1], [-1, -1, -1, 1, 1, 1, -1, 1]]","[25, 26, 9]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 7, 7, 7, -1], [1, 1, 1, 1, 7, 1, -1, -1], [1, 1, 1, 1, 7, 1, 1, -1], [1, 7, 7, 7, 4, 4, 4, -1], [7, 7, 7, 7, 4, 4, 4, -1], [7, 7, 7, 7, 4, 4, 4, -1], [7, 7, 7, 4, 4, 4, 4, -1]]","[11, 12, 22]"
"[[1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, -1, -1, 1, 1], [1, 1, 1, 1, -1, -1, 1, -1], [1, 1, 1, 1, -1, -1, -1, 1], [1, 1, -1, -1, 1, -1, 1, -1], [-1, -1, -1, -1, 1, -1, 1, -1], [-1, 1, 1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[31, 36, 9]"
