bundle,骨架,格式,动画名,时长秒,帧数,循环,时间线数
gl_hall,gl_result/resource/spine/xiaoguo,Spine,animation2,5.3,,,0
gl_hall,gl_result/resource/spine/xiaoguo,Spine,animation3,3.333,,,1
gl_hall,gl_set/resource/effect/icon_entrance_export_ske,DragonBones,icon_entrance,2.333,70,是,15
gl_hall,resource/adx/adv_pass_ske,DragonBones,loop,0.667,20,否,1
gl_hall,resource/spine/check_net_ske,DragonBones,check_net,0.667,20,是,4
gl_hall,resource/spine/check_net_ske,DragonBones,check_net_init,0.0,0,是,0
gl_hall,resource/spine/loading_ske,DragonBones,loading_ani,2.133,64,是,4
gl_hall,resource/spine/loading_ske,DragonBones,loading_ani_Failed,0.333,10,是,4
gl_hall,resource/spine/loading_ske,DragonBones,loading_ani_Failed_init,0.0,0,是,3
gl_mahjong,assets/effects/Mahjong_AllComboEffect/Mahjong_AllComboEffect,Spine,idle,2.133,,,35
gl_mahjong,assets/effects/Mahjong_AllComboEffect/Mahjong_AllComboEffect,Spine,idle2,1.433,,,0
gl_mahjong,assets/effects/Mahjong_BlockEffect/gameplay_redkuang,Spine,in,0.067,,,0
gl_mahjong,assets/effects/Mahjong_BlockEffect/gameplay_redkuang,Spine,init,0.0,,,0
gl_mahjong,assets/effects/Mahjong_BlockEffect/gameplay_redkuang,Spine,out,0.067,,,0
gl_mahjong,assets/effects/Mahjong_CanClickEffect/mahjong_gameplay_tips,Spine,init,3.0,,,0
gl_mahjong,assets/effects/Mahjong_Collosion_combo_V2/Mahjong_Collosion_combo_V2,Spine,idle,1.0,,,32
gl_mahjong,assets/effects/Mahjong_Collosion_normal_V2/Mahjong_Collosion_normal_V2,Spine,idle,1.0,,,60
gl_mahjong,assets/effects/Mahjong_Combo/Mahjong_Combo,Spine,idle,0.567,,,11
gl_mahjong,assets/effects/Mahjong_Prophint_V2/Mahjong_Prophint_V2,Spine,idle,3.0,,,0
gl_mahjong,assets/effects/Mahjong_Selected_V2/Mahjong_Selected_V2,Spine,idle,3.0,,,0
gl_mahjong,assets/effects/Mahjong_Selected_V2/Mahjong_Selected_V2,Spine,in,3.0,,,0
gl_mahjong,assets/effects/Mahjong_UIGroundEff/Mahjong_UIGroundEff,Spine,idle,3.0,,,0
gl_mahjong,assets/effects/Mahjong_rewardEffect/gameplay_xzjlc,Spine,amazing,1.567,,,18
gl_mahjong,assets/effects/Mahjong_rewardEffect/gameplay_xzjlc,Spine,excellent,1.533,,,1
gl_mahjong,assets/effects/Mahjong_rewardEffect/gameplay_xzjlc,Spine,good,1.0,,,1
gl_mahjong,assets/effects/Mahjong_rewardEffect/gameplay_xzjlc,Spine,unbelievable,1.533,,,17
gl_mahjong,assets/experiment/GLMahjongComboEffectText/Mahjong_ComboStimulate_Flower/Mahjong_ComboStimulate_Flower,Spine,idle,2.0,,,93
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,GridCell,0.0,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,GridCell_Start,0.667,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,GridCell_click,0.433,,,1
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,GridCell_idle,2.0,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,GridCell_shake,2.0,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,di,0.0,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,in_di,0.267,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,touch_max,0.333,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,touch_max2,0.333,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,touch_min,0.267,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,win_endPoint,1.933,,,1
gl_oneline,GameRes/ Effect/HsBlockFill_0414,Spine,win_road,0.667,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,GridCell,0.0,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,GridCell_Start,0.667,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,GridCell_click,0.433,,,1
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,GridCell_idle,2.0,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,GridCell_shake,2.0,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,di,0.0,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,in_di,0.267,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,touch_max,0.333,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,touch_min,0.267,,,0
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,win_endPoint,1.933,,,1
gl_oneline,GameRes/ Effect/HsBlockFill_0418,Spine,win_road,0.667,,,0
gl_oneline,GameRes/ Effect/Oneline_gameplay_king,Spine,animation,0.467,,,3
gl_oneline,GameRes/ Effect/finger,Spine,animation,1.033,,,3
gl_oneline,GameRes/ Effect/finger,Spine,animation2,1.167,,,1
gl_oneline,GameRes/ Effect/finger,Spine,animation3,1.333,,,0
gl_oneline,GameRes/ Effect/finger,Spine,animation4,0.667,,,0
gl_oneline,GameRes/ Effect/finger,Spine,animation5,1.867,,,0
gl_oneline,GameRes/ Effect/finger,Spine,animation6,1.867,,,0
gl_oneline,GameRes/ Effect/lizi,Spine,in,0.7,,,17
gl_oneline,GameRes/ Effect/oneLine_gameplay_crownTips,Spine,in,0.333,,,0
gl_oneline,GameRes/ Effect/oneLine_gameplay_crownTips,Spine,init,2.0,,,4
gl_oneline,GameRes/ Effect/oneLine_gameplay_crownTips,Spine,out,0.267,,,0
gl_oneline,GameRes/Effect/OneLine_gameplay_tips,Spine,in_dark,0.233,,,0
gl_oneline,GameRes/Effect/OneLine_gameplay_tips,Spine,in_light,0.233,,,0
gl_oneline,GameRes/Effect/OneLine_gameplay_tips,Spine,init_dark,1.0,,,0
gl_oneline,GameRes/Effect/OneLine_gameplay_tips,Spine,init_light,1.0,,,0
gl_oneline,GameRes/Effect/OneLine_gameplay_tips,Spine,out_dark,0.2,,,1
gl_oneline,GameRes/Effect/OneLine_gameplay_tips,Spine,out_light,0.2,,,1
gl_oneline,GameRes/Effect/oneline_gameplay_warning,Spine,animation,1.0,,,0
gl_onet,resource/Effect/Experiment/showUpdateCapcityAnima/PowerUP,Spine,animation,2.0,,,0
gl_onet,resource/Effect/spine/gameplay_bg_xyllk_ske,DragonBones,animation,2.0,60,否,24
gl_onet,resource/Effect/spine/lihua,Spine,idle,3.567,,,64
gl_onet,resource/Effect/spine/skeleton,Spine,1.fangkuai_dianjifankui,0.3,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,10.shizhongtishi(wanzhengxiaoguo,2.3,,,1
gl_onet,resource/Effect/spine/skeleton,Spine,10_1.shizhongtishi(shizhong,0.767,,,1
gl_onet,resource/Effect/spine/skeleton,Spine,10_2.shizhongtishi(lujing,1.433,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,10_3.shizhongtishi(baodian,0.7,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,11.Combo_baoxing,0.733,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,14.cinshouyindao,1.0,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,2.fangkuai_xuanzhongtexiao,1.333,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,3.fangkuai_xiaochuxiaoguo,0.767,,,1
gl_onet,resource/Effect/spine/skeleton,Spine,4.5.6_xingxingfeixing_gensuilizi(jiasu,0.267,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,4.5.6_xingxingfeixing_gensuilizi(yuansu,0.667,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,4.5.6_xingxingfeixing_zhulizi,0.0,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,7.fangkuai_putongbaodian,0.733,,,1
gl_onet,resource/Effect/spine/skeleton,Spine,7.shizhongtexiao_you,1.333,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,7.shizhongtexiao_zhong,1.333,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,7.shizhongtexiao_zuo,1.333,,,0
gl_onet,resource/Effect/spine/skeleton,Spine,9.fangkuai_shiyongtishi,1.0,,,0
gl_sudoku,res/spine/aixin/aixin_01,Spine,animation1,1.333,,,0
gl_sudoku,res/spine/aixin/aixin_01,Spine,animation2,1.5,,,4
gl_sudoku,res/spine/aixin/aixin_01,Spine,animation3,0.167,,,0
gl_sudoku,res/spine/hand/skeleton,Spine,animation,1.0,,,0
gl_sudoku,res/spine/hand/skeleton,Spine,animation2,1.233,,,0
gl_sudoku,res/spine/hand/skeleton,Spine,animation3,1.333,,,0
gl_sudoku,res/spine/hand/skeleton,Spine,animation3_brown,1.333,,,4
gl_sudoku,res/spine/hand/skeleton,Spine,animation3_white,1.333,,,4
gl_sudoku,res/spine/hand/skeleton,Spine,animation4,0.667,,,14
gl_sudoku,res/spine/hand/skeleton,Spine,animation4_brown,0.0,,,0
gl_sudoku,res/spine/hand/skeleton,Spine,animation4_white,0.0,,,0
gl_sudoku,res/spine/hand/skeleton,Spine,animation5,1.867,,,1
gl_sudoku,res/spine/hand/skeleton,Spine,animation6,1.867,,,1
gl_sudoku,res/spine/word/gameplay_fzjl,Spine,in_colorful,1.633,,,376
gl_tictactoe,resource/effect/Jingziqi_qizi,Spine,O_chuxian,0.6,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi,Spine,O_idle,0.0,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi,Spine,O_shengli,0.667,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi,Spine,O_shengli_dikuang,0.333,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi,Spine,X_chuxian,0.6,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi,Spine,X_idle,0.0,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi,Spine,X_shengli,0.833,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi,Spine,X_shengli_dikuang,0.333,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi,Spine,shengli_qipangaoliang,1.0,,,1
gl_tictactoe,resource/effect/Jingziqi_qizi_v2,Spine,O_chuxian,0.6,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi_v2,Spine,O_idle,0.0,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi_v2,Spine,O_shengli,0.667,,,4
gl_tictactoe,resource/effect/Jingziqi_qizi_v2,Spine,O_shengli_dikuang,0.333,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi_v2,Spine,X_chuxian,0.6,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi_v2,Spine,X_idle,0.0,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi_v2,Spine,X_shengli,0.833,,,4
gl_tictactoe,resource/effect/Jingziqi_qizi_v2,Spine,X_shengli_dikuang,0.6,,,0
gl_tictactoe,resource/effect/Jingziqi_qizi_v2,Spine,shengli_qipangaoliang_hong,1.0,,,2
gl_tictactoe,resource/effect/Jingziqi_qizi_v2,Spine,shengli_qipangaoliang_lan,1.0,,,11
gl_tictactoe,resource/effect/gameplay_word,Spine,1_dominated,1.067,,,1
gl_tictactoe,resource/effect/gameplay_word,Spine,2_bigwin,1.067,,,2
gl_watersort,resources/res/gameplay_par,Spine,in_1,0.8,,,0
gl_watersort,resources/res/gameplay_par,Spine,in_2,1.167,,,52
gl_watersort,resources/res/gameplay_par,Spine,in_3,0.5,,,1
gl_watersort,resources/spine/finger,Spine,animation,1.033,,,3
gl_watersort,resources/spine/finger,Spine,animation2,1.167,,,1
gl_watersort,resources/spine/finger,Spine,animation3,1.333,,,0
gl_watersort,resources/spine/finger,Spine,animation4,0.667,,,0
gl_watersort,resources/spine/finger,Spine,animation5,1.867,,,0
gl_watersort,resources/spine/finger,Spine,animation6,1.867,,,0
gl_watersort,resources/spine/lizi,Spine,in,0.7,,,17
gl_watersort,resources/spine/nopixel_watersort_gameplay_thumb,Spine,in,1.7,,,8
gl_watersort,resources/spine/skeleton,Spine,boliping_1_kong,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,boliping_2_kong,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,boliping_3_kong,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,boliping_4_kong,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,pinggai,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,water_1_huang,0.467,,,0
gl_watersort,resources/spine/skeleton,Spine,water_1_idle,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,water_1_in_huang,0.567,,,0
gl_watersort,resources/spine/skeleton,Spine,water_2_huang,0.467,,,0
gl_watersort,resources/spine/skeleton,Spine,water_2_idle,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,water_2_in_huang,0.567,,,0
gl_watersort,resources/spine/skeleton,Spine,water_3_huang,0.467,,,0
gl_watersort,resources/spine/skeleton,Spine,water_3_idle,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,water_3_in_huang,0.567,,,0
gl_watersort,resources/spine/skeleton,Spine,water_4_huang,0.467,,,0
gl_watersort,resources/spine/skeleton,Spine,water_4_idle,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,water_4_in_huang,0.567,,,0
gl_watersort,resources/spine/skeleton,Spine,water_bowen_out1,1.067,,,3
gl_watersort,resources/spine/skeleton,Spine,water_bowen_out2,1.067,,,3
gl_watersort,resources/spine/skeleton,Spine,water_bowen_out3,1.067,,,2
gl_watersort,resources/spine/skeleton,Spine,water_bowen_out4,0.967,,,3
gl_watersort,resources/spine/skeleton,Spine,xg_beijing_win,2.0,,,26
gl_watersort,resources/spine/skeleton,Spine,xg_boliping_jieshuo1,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_boliping_jieshuo2,1.667,,,10
gl_watersort,resources/spine/skeleton,Spine,xg_boliping_liang1,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_boliping_liang2,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_boliping_liang3,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_boliping_liang4,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_W_1,0.733,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_W_2,0.733,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_W_3,0.733,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_daoru1,0.333,,,1
gl_watersort,resources/spine/skeleton,Spine,xg_water_daoru1_left,0.333,,,1
gl_watersort,resources/spine/skeleton,Spine,xg_water_daoru1_right,0.333,,,1
gl_watersort,resources/spine/skeleton,Spine,xg_water_daoru2,0.233,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_daoru2_left,0.233,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_daoru2_right,0.233,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_manping,2.667,,,18
gl_watersort,resources/spine/skeleton,Spine,xg_water_qipao1,0.7,,,4
gl_watersort,resources/spine/skeleton,Spine,xg_water_qipao2,0.8,,,1
gl_watersort,resources/spine/skeleton,Spine,xg_water_qipao3,0.9,,,3
gl_watersort,resources/spine/skeleton,Spine,xg_water_qipao4,0.967,,,5
gl_watersort,resources/spine/skeleton,Spine,xg_water_up1234,1.067,,,8
gl_watersort,resources/spine/skeleton,Spine,xg_water_up1234_danzhen,0.0,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_xuanzhe_0,1.0,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_xuanzhe_0up,1.067,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_xuanzhe_1,2.0,,,1
gl_watersort,resources/spine/skeleton,Spine,xg_water_xuanzhe_1up,2.0,,,1
gl_watersort,resources/spine/skeleton,Spine,xg_water_xuanzhe_2,1.0,,,1
gl_watersort,resources/spine/skeleton,Spine,xg_water_xuanzhe_2up,1.0,,,1
gl_watersort,resources/spine/skeleton,Spine,xg_water_xuanzhe_3,1.0,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_xuanzhe_3up,1.0,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_xuanzhe_4,1.0,,,0
gl_watersort,resources/spine/skeleton,Spine,xg_water_xuanzhe_4up,1.0,,,0
gl_watersort,resources/spine/skeleton,Spine,y_left_1_boliping,0.533,,,4
gl_watersort,resources/spine/skeleton,Spine,y_left_2_boliping,0.8,,,4
gl_watersort,resources/spine/skeleton,Spine,y_left_3_boliping,1.067,,,4
gl_watersort,resources/spine/skeleton,Spine,y_left_4_boliping,1.333,,,4
gl_watersort,resources/spine/skeleton,Spine,y_right_1_boliping,0.533,,,1
gl_watersort,resources/spine/skeleton,Spine,y_right_2_boliping,0.8,,,1
gl_watersort,resources/spine/skeleton,Spine,y_right_3_boliping,1.067,,,1
gl_watersort,resources/spine/skeleton,Spine,y_right_4_boliping,1.333,,,4
gl_watersort,resources/spine/spineNew,Spine,boliping_1_kong,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,boliping_2_kong,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,boliping_3_kong,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,boliping_4_kong,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,pinggai,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,water_1_huang,0.467,,,0
gl_watersort,resources/spine/spineNew,Spine,water_1_idle,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,water_1_in_huang,0.567,,,0
gl_watersort,resources/spine/spineNew,Spine,water_2_huang,0.467,,,0
gl_watersort,resources/spine/spineNew,Spine,water_2_idle,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,water_2_in_huang,0.567,,,0
gl_watersort,resources/spine/spineNew,Spine,water_3_huang,0.467,,,0
gl_watersort,resources/spine/spineNew,Spine,water_3_idle,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,water_3_in_huang,0.567,,,0
gl_watersort,resources/spine/spineNew,Spine,water_4_huang,0.467,,,0
gl_watersort,resources/spine/spineNew,Spine,water_4_idle,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,water_4_in_huang,0.567,,,0
gl_watersort,resources/spine/spineNew,Spine,water_bowen_out1,1.067,,,3
gl_watersort,resources/spine/spineNew,Spine,water_bowen_out2,1.067,,,3
gl_watersort,resources/spine/spineNew,Spine,water_bowen_out3,1.067,,,2
gl_watersort,resources/spine/spineNew,Spine,water_bowen_out4,0.967,,,3
gl_watersort,resources/spine/spineNew,Spine,xg_beijing_win,2.0,,,26
gl_watersort,resources/spine/spineNew,Spine,xg_boliping_jieshuo1,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_boliping_jieshuo2,1.667,,,10
gl_watersort,resources/spine/spineNew,Spine,xg_boliping_liang1,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_boliping_liang2,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_boliping_liang3,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_boliping_liang4,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_W_1,0.733,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_W_2,0.733,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_W_3,0.733,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_daoru1,0.333,,,1
gl_watersort,resources/spine/spineNew,Spine,xg_water_daoru1_left,0.333,,,1
gl_watersort,resources/spine/spineNew,Spine,xg_water_daoru1_right,0.333,,,1
gl_watersort,resources/spine/spineNew,Spine,xg_water_daoru2,0.233,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_daoru2_left,0.233,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_daoru2_right,0.233,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_manping,2.667,,,18
gl_watersort,resources/spine/spineNew,Spine,xg_water_qipao1,0.7,,,4
gl_watersort,resources/spine/spineNew,Spine,xg_water_qipao2,0.8,,,1
gl_watersort,resources/spine/spineNew,Spine,xg_water_qipao3,0.9,,,3
gl_watersort,resources/spine/spineNew,Spine,xg_water_qipao4,0.967,,,5
gl_watersort,resources/spine/spineNew,Spine,xg_water_up1234,1.067,,,8
gl_watersort,resources/spine/spineNew,Spine,xg_water_up1234_danzhen,0.0,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_xuanzhe_0,1.0,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_xuanzhe_0up,1.067,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_xuanzhe_1,2.0,,,1
gl_watersort,resources/spine/spineNew,Spine,xg_water_xuanzhe_1up,2.0,,,1
gl_watersort,resources/spine/spineNew,Spine,xg_water_xuanzhe_2,1.0,,,1
gl_watersort,resources/spine/spineNew,Spine,xg_water_xuanzhe_2up,1.0,,,1
gl_watersort,resources/spine/spineNew,Spine,xg_water_xuanzhe_3,1.0,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_xuanzhe_3up,1.0,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_xuanzhe_4,1.0,,,0
gl_watersort,resources/spine/spineNew,Spine,xg_water_xuanzhe_4up,1.0,,,0
gl_watersort,resources/spine/spineNew,Spine,y_left_1_boliping,0.533,,,6
gl_watersort,resources/spine/spineNew,Spine,y_left_2_boliping,0.8,,,4
gl_watersort,resources/spine/spineNew,Spine,y_left_3_boliping,1.067,,,6
gl_watersort,resources/spine/spineNew,Spine,y_left_4_boliping,1.333,,,3
gl_watersort,resources/spine/spineNew,Spine,y_right_1_boliping,0.533,,,3
gl_watersort,resources/spine/spineNew,Spine,y_right_2_boliping,0.8,,,3
gl_watersort,resources/spine/spineNew,Spine,y_right_3_boliping,1.067,,,3
gl_watersort,resources/spine/spineNew,Spine,y_right_4_boliping,1.333,,,4
mainTraits,dragonbones/boardEffect/clearComboAnim/gameplay_welldone_ske,DragonBones,combo,4.867,146,否,145
mainTraits,dragonbones/boardEffect/clearComboAnim/gameplay_welldone_ske,DragonBones,in,4.833,145,否,175
mainTraits,dragonbones/boardEffect/gamePlayDianzan/skeleton37_ske,DragonBones,blue,2.0,60,否,38
mainTraits,dragonbones/boardEffect/gamePlayDianzan/skeleton37_ske,DragonBones,copper,2.0,60,否,38
mainTraits,dragonbones/boardEffect/gamePlayDianzan/skeleton37_ske,DragonBones,gold,2.0,60,否,38
mainTraits,dragonbones/boardEffect/gamePlayDianzan/skeleton37_ske,DragonBones,silver,2.0,60,否,38
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,blue_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,blue_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,colour_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,colour_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,green_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,green_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,orange_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,orange_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,purple_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,purple_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,red_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,red_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,wathetblue_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,wathetblue_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,yellow_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske,DragonBones,yellow_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination2_ske,DragonBones,blue_elimination_A,1.067,32,是,60
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination2_ske,DragonBones,colour_elimination_A,1.067,32,是,70
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination2_ske,DragonBones,green_elimination_A,1.067,32,是,60
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination2_ske,DragonBones,orange_elimination_A,1.067,32,是,60
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination2_ske,DragonBones,purple_elimination_A,1.067,32,是,60
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination2_ske,DragonBones,red_elimination_A,1.067,32,是,60
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination2_ske,DragonBones,wathetblue_elimination_A,1.067,32,是,60
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination2_ske,DragonBones,yellow_elimination_A,1.067,32,是,60
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,blue_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,blue_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,colour_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,colour_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,gray_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,gray_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,green_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,green_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,orange_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,orange_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,purple_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,purple_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,red_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,red_elimination_B,0.933,28,是,89
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,wathetblue_elimination_A,0.933,28,是,88
mainTraits,dragonbones/eliminate/comboRainbow/playgame_elimination_ske,DragonBones,wathetblue_elimination_B,0.933,28,是,89
