_key,cubeID,data,tc,WetFix,ts
1047,1047,"0;5;1;0,1;2;1;0,0;8;1;0,2;2;1;0,0;5;1;0|0;6;1;0,1;2;1;0,0;6;1;0,2;2;1;0,0;6;1;0|0;7;1;0,1;2;1;0,0;4;1;0,2;2;1;0,0;7;1;0|0;8;1;0,1;2;1;0,0;2;1;0,2;2;1;0,0;8;1;0|0;9;1;0,1;2;1;0,2;2;1;0,0;9;1;0|0;3;1;0,1;4;1;0,0;3;1;0,1;1;1;0,2;1;1;0,0;3;1;0,2;4;1;0,0;3;1;0|0;1;1;0,1;8;1;0,0;1;1;0,1;1;1;0,2;1;1;0,0;1;1;0,2;8;1;0,0;1;1;0|0;1;1;0,1;10;1;0,2;10;1;0,0;1;1;0|1;11;1;0,2;11;1;0|1;11;1;0,2;11;1;0|1;11;1;0,2;11;1;0|0;1;1;0,1;10;1;0,2;10;1;0,0;1;1;0|0;2;1;0,1;9;1;0,2;9;1;0,0;2;1;0|0;6;1;0,1;5;1;0,2;5;1;0,0;6;1;0|0;5;1;0,1;6;1;0,2;6;1;0,0;5;1;0|0;4;1;0,1;7;1;0,2;7;1;0,0;4;1;0|0;3;1;0,1;8;1;0,2;8;1;0,0;3;1;0|0;2;1;0,1;8;1;0,0;2;1;0,2;8;1;0,0;2;1;0|0;2;1;0,1;8;1;0,0;2;1;0,2;8;1;0,0;2;1;0|0;3;1;0,1;6;1;0,0;4;1;0,2;6;1;0,0;3;1;0",2,1,2
1048,1048,"0;7;1;0,1;6;1;0,0;7;1;0|0;5;1;0,1;10;1;0,0;5;1;0|0;3;1;0,1;5;1;0,0;4;1;0,1;5;1;0,0;3;1;0|0;2;1;0,1;4;1;0,0;8;1;0,1;4;1;0,0;2;1;0|0;1;1;0,1;3;1;0,0;4;1;0,1;4;1;0,0;4;1;0,1;3;1;0,0;1;1;0|1;3;1;0,0;3;1;0,1;8;1;0,0;3;1;0,1;3;1;0|1;2;1;0,0;2;1;0,1;4;1;0,0;4;1;0,1;4;1;0,0;2;1;0,1;2;1;0|0;3;1;0,1;3;1;0,0;8;1;0,1;3;1;0,0;3;1;0|0;3;1;0,1;2;1;0,0;3;1;0,1;4;1;0,0;3;1;0,1;2;1;0,0;3;1;0|0;6;1;0,1;8;1;0,0;6;1;0|0;5;1;0,1;3;1;0,0;4;1;0,1;3;1;0,0;5;1;0|0;5;1;0,1;2;1;0,0;6;1;0,1;2;1;0,0;5;1;0|0;9;1;0,1;2;1;0,0;9;1;0|0;8;1;0,1;4;1;0,0;8;1;0|0;9;1;0,1;2;1;0,0;9;1;0",1,1,2
1049,1049,"0;7;1;0,1;5;1;3,0;7;1;0|0;6;1;0,1;1;1;3,1;5;1;0,1;1;1;3,0;6;1;0|0;5;1;0,1;1;1;3,1;7;1;0,1;1;1;3,0;5;1;0|0;5;1;0,1;1;1;3,1;7;1;0,1;1;1;3,0;5;1;0|0;1;1;0,1;4;1;3,1;8;1;0,1;5;1;3,0;1;1;0|1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;2;1;0,1;1;1;3,1;4;1;0,1;1;1;3|1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;2;1;0,1;1;1;3,1;4;1;0,1;1;1;3|1;1;1;3,1;5;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;6;1;0,1;1;1;3,0;1;1;0|0;1;1;0,1;1;1;3,1;14;1;0,1;1;1;3,0;2;1;0|0;2;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;7;1;0,1;1;1;3,0;2;1;0|0;2;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;6;1;0,1;1;1;3,0;3;1;0|0;3;1;0,1;1;1;3,1;10;1;0,1;1;1;3,0;4;1;0|0;3;1;0,1;1;1;3,1;10;1;0,1;4;1;3,0;1;1;0|0;4;1;0,1;1;1;3,1;9;1;0,1;1;1;3,1;3;1;0,1;1;1;3|0;5;1;0,1;1;1;3,1;11;1;0,1;1;1;3,0;1;1;0|0;6;1;0,1;1;1;3,1;9;1;0,1;1;1;3,0;2;1;0|0;7;1;0,1;2;1;3,1;4;1;0,1;3;1;3,0;3;1;0|0;9;1;0,1;5;1;3,0;5;1;0",1,1,2
1050,1050,"0;17;1;0,1;4;1;3,0;3;1;0|0;16;1;0,1;2;1;3,1;3;1;0,1;1;1;3,0;2;1;0|0;15;1;0,1;3;1;3,1;1;1;0,1;1;1;3,1;1;1;0,1;3;1;3|0;14;1;0,1;4;1;3,1;5;1;0,0;1;1;0|0;13;1;0,1;5;1;3,1;5;1;0,0;1;1;0|0;12;1;0,1;6;1;3,1;5;1;0,0;1;1;0|0;8;1;0,1;3;1;1,1;6;1;3,1;6;1;0,0;1;1;0|0;2;1;0,1;8;1;1,1;6;1;3,1;7;1;0,0;1;1;0|1;9;1;1,1;6;1;3,1;7;1;0,0;2;1;0|0;2;1;0,1;6;1;1,1;6;1;3,1;8;1;0,0;2;1;0|0;7;1;0,1;5;1;3,1;9;1;0,0;3;1;0|0;6;1;0,1;3;1;3,1;11;1;0,0;4;1;0|0;12;1;0,1;2;1;0,1;1;1;3,1;3;1;0,1;1;1;3,0;5;1;0|0;14;1;0,1;1;1;3,0;3;1;0,1;1;1;3,0;5;1;0|0;13;1;0,1;3;1;3,0;1;1;0,1;3;1;3,0;4;1;0",1,1,2
1051,1051,"0;6;1;0,1;13;1;3,0;6;1;0|0;5;1;0,1;1;1;3,1;1;1;2,1;4;1;0,1;1;1;2,1;1;1;0,1;1;1;3,1;4;1;2,1;2;1;3,0;5;1;0|0;4;1;0,1;1;1;3,1;1;1;0,1;1;1;2,1;3;1;0,1;1;1;2,1;1;1;0,1;2;1;1,1;1;1;3,1;3;1;2,1;1;1;3,1;1;1;1,1;1;1;3,0;4;1;0|0;3;1;0,1;1;1;3,1;2;1;0,1;1;1;2,1;2;1;0,1;1;1;2,1;1;1;0,1;4;1;1,1;1;1;3,1;2;1;2,1;1;1;3,1;2;1;1,1;1;1;3,0;3;1;0|0;2;1;0,1;1;1;3,1;4;1;0,1;2;1;2,1;1;1;0,1;6;1;1,1;3;1;3,1;3;1;1,1;1;1;3,0;2;1;0|0;1;1;0,1;1;1;3,1;5;1;0,1;1;1;2,1;5;1;0,1;1;1;1,1;1;1;0,1;1;1;1,1;1;1;0,1;1;1;3,1;5;1;1,1;1;1;3,0;1;1;0|1;7;1;3,1;5;1;2,1;13;1;3|0;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;9;1;1,1;1;1;3,1;5;1;2,1;1;1;3,0;1;1;0|0;2;1;0,1;1;1;3,1;4;1;0,1;1;1;3,1;9;1;1,1;1;1;3,1;4;1;2,1;1;1;3,0;2;1;0|0;3;1;0,1;1;1;3,1;4;1;0,1;1;1;3,1;7;1;1,1;1;1;3,1;4;1;2,1;1;1;3,0;3;1;0|0;4;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;7;1;1,1;1;1;3,1;3;1;2,1;1;1;3,0;4;1;0|0;5;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;5;1;1,1;1;1;3,1;3;1;2,1;1;1;3,0;5;1;0|0;6;1;0,1;1;1;3,1;2;1;0,1;1;1;3,1;5;1;1,1;1;1;3,1;2;1;2,1;1;1;3,0;6;1;0|0;7;1;0,1;1;1;3,1;2;1;0,1;1;1;3,1;3;1;1,1;1;1;3,1;2;1;2,1;1;1;3,0;7;1;0|0;8;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;1,1;1;1;3,1;1;1;2,1;1;1;3,0;8;1;0|0;9;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;2;1;1,1;2;1;3,0;9;1;0|0;10;1;0,1;2;1;3,1;2;1;1,1;1;1;3,0;10;1;0|0;11;1;0,1;1;1;3,1;1;1;1,1;1;1;3,0;11;1;0|0;12;1;0,1;1;1;3,0;12;1;0",1,1,2
3008,3008,"1;7;1;0,0;17;1;0|1;7;1;0,0;17;1;0|1;2;1;0,2;3;1;0,1;2;1;0,0;17;1;0|1;2;1;0,2;3;1;0,1;2;1;0,0;17;1;0|1;2;1;0,2;3;1;0,1;2;1;0,0;17;1;0|1;2;1;0,2;3;1;0,1;2;1;0,0;17;1;0|1;2;1;0,2;3;1;0,1;2;1;0,0;17;1;0|1;2;1;0,2;3;1;0,1;19;1;0|1;2;1;0,2;3;1;0,1;19;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;24;1;0|1;24;1;0",2,0,2
3009,3009,"1;16;1;0|1;16;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;2;1;0,2;12;1;0,1;2;1;0|1;16;1;0|1;16;1;0",2,0,2
3010,3010,"0;8;1;0,1;8;1;0,0;8;1;0|0;8;1;0,1;8;1;0,0;8;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;2;1;0,0;8;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;2;1;0,0;8;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;2;1;0,0;8;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;2;1;0,0;8;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;2;1;0,0;8;1;0|1;10;1;0,2;4;1;0,1;10;1;0|1;10;1;0,2;4;1;0,1;10;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;24;1;0|1;24;1;0",2,0,2
3014,3014,"0;7;1;0,1;17;1;0|0;7;1;0,1;17;1;0|0;7;1;0,1;2;1;0,2;13;1;0,1;2;1;0|0;7;1;0,1;2;1;0,2;13;1;0,1;2;1;0|0;7;1;0,1;2;1;0,2;13;1;0,1;2;1;0|0;7;1;0,1;2;1;0,2;5;1;0,1;10;1;0|1;9;1;0,2;5;1;0,1;10;1;0|1;9;1;0,2;5;1;0,1;2;1;0,0;8;1;0|1;2;1;0,2;12;1;0,1;2;1;0,0;8;1;0|1;2;1;0,2;12;1;0,1;2;1;0,0;8;1;0|1;2;1;0,2;12;1;0,1;2;1;0,0;8;1;0|1;16;1;0,0;8;1;0|1;16;1;0,0;8;1;0",2,0,2
3017,3017,"1;32;1;0|1;32;1;0|1;2;1;0,2;28;1;0,1;2;1;0|1;2;1;0,2;28;1;0,1;2;1;0|1;2;1;0,2;28;1;0,1;2;1;0|1;32;1;0|1;32;1;0",2,0,2
3018,3018,"1;16;1;0,0;8;1;0|1;16;1;0,0;8;1;0|1;2;1;0,2;12;1;0,1;2;1;0,0;8;1;0|1;2;1;0,2;12;1;0,1;2;1;0,0;8;1;0|1;2;1;0,2;12;1;0,1;2;1;0,0;8;1;0|1;10;1;0,2;4;1;0,1;2;1;0,0;8;1;0|1;10;1;0,2;4;1;0,1;10;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;10;1;0|0;8;1;0,1;2;1;0,2;12;1;0,1;2;1;0|0;8;1;0,1;2;1;0,2;12;1;0,1;2;1;0|0;8;1;0,1;2;1;0,2;12;1;0,1;2;1;0|0;8;1;0,1;16;1;0|0;8;1;0,1;16;1;0",2,0,2
3026,3026,"1;24;1;0|1;24;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;10;1;0,2;4;1;0,1;10;1;0|1;10;1;0,2;4;1;0,1;10;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;2;1;0,0;8;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;2;1;0,0;8;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;2;1;0,0;8;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;2;1;0,0;8;1;0|0;8;1;0,1;2;1;0,2;4;1;0,1;2;1;0,0;8;1;0|0;8;1;0,1;8;1;0,0;8;1;0|0;8;1;0,1;8;1;0,0;8;1;0",2,0,2
3033,3033,"0;17;1;0,1;7;1;0|0;17;1;0,1;7;1;0|0;17;1;0,1;2;1;0,2;3;1;0,1;2;1;0|0;17;1;0,1;2;1;0,2;3;1;0,1;2;1;0|0;17;1;0,1;2;1;0,2;3;1;0,1;2;1;0|0;17;1;0,1;2;1;0,2;3;1;0,1;2;1;0|0;17;1;0,1;2;1;0,2;3;1;0,1;2;1;0|1;19;1;0,2;3;1;0,1;2;1;0|1;19;1;0,2;3;1;0,1;2;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;2;1;0,2;20;1;0,1;2;1;0|1;24;1;0|1;24;1;0",2,0,2
3108,3108,"2;7;1;0,0;17;1;0|2;7;1;0,0;17;1;0|2;7;1;0,0;17;1;0|2;7;1;0,0;17;1;0|2;7;1;0,0;17;1;0|2;7;1;0,0;17;1;0|2;7;1;0,0;17;1;0|2;24;1;0|2;24;1;0|2;24;1;0|1;24;1;0|1;24;1;0|1;24;1;0|1;24;1;0",2,0,2
3109,3109,2;16;1;0|2;16;1;0|2;16;1;0|2;16;1;0|2;16;1;0|2;16;1;0|2;16;1;0|2;16;1;0|1;16;1;0|1;16;1;0|1;16;1;0|1;16;1;0|1;16;1;0|1;16;1;0|1;16;1;0|1;16;1;0,2,0,2
3110,3110,"0;8;1;0,2;8;1;0,0;8;1;0|0;8;1;0,2;8;1;0,0;8;1;0|0;8;1;0,2;8;1;0,0;8;1;0|0;8;1;0,2;8;1;0,0;8;1;0|0;8;1;0,2;8;1;0,0;8;1;0|0;8;1;0,2;8;1;0,0;8;1;0|0;8;1;0,2;8;1;0,0;8;1;0|2;24;1;0|2;24;1;0|2;24;1;0|1;24;1;0|1;24;1;0|1;24;1;0|1;24;1;0",2,0,2
3114,3114,"0;8;1;0,2;16;1;0|0;8;1;0,2;16;1;0|0;8;1;0,2;16;1;0|0;8;1;0,2;16;1;0|0;8;1;0,2;4;1;0,1;12;1;0|0;8;1;0,2;4;1;0,1;12;1;0|2;12;1;0,1;12;1;0|2;12;1;0,1;4;1;0,0;8;1;0|2;12;1;0,1;4;1;0,0;8;1;0|1;16;1;0,0;8;1;0|1;16;1;0,0;8;1;0|1;16;1;0,0;8;1;0|1;16;1;0,0;8;1;0",2,0,2
3117,3117,2;32;1;0|2;32;1;0|2;32;1;0|2;32;1;0|1;32;1;0|1;32;1;0|1;32;1;0,2,0,2
3118,3118,"2;16;1;0,0;8;1;0|2;16;1;0,0;8;1;0|2;16;1;0,0;8;1;0|2;16;1;0,0;8;1;0|1;12;1;0,2;4;1;0,0;8;1;0|1;12;1;0,2;4;1;0,0;8;1;0|1;12;1;0,2;12;1;0|0;8;1;0,1;4;1;0,2;12;1;0|0;8;1;0,1;4;1;0,2;12;1;0|0;8;1;0,1;16;1;0|0;8;1;0,1;16;1;0|0;8;1;0,1;16;1;0|0;8;1;0,1;16;1;0",2,0,2
3126,3126,"2;24;1;0|2;24;1;0|2;24;1;0|2;24;1;0|1;24;1;0|1;24;1;0|1;24;1;0|0;8;1;0,1;8;1;0,0;8;1;0|0;8;1;0,1;8;1;0,0;8;1;0|0;8;1;0,1;8;1;0,0;8;1;0|0;8;1;0,1;8;1;0,0;8;1;0|0;8;1;0,1;8;1;0,0;8;1;0|0;8;1;0,1;8;1;0,0;8;1;0|0;8;1;0,1;8;1;0,0;8;1;0",2,0,2
3133,3133,"0;17;1;0,2;7;1;0|0;17;1;0,2;7;1;0|0;17;1;0,2;7;1;0|0;17;1;0,2;7;1;0|0;17;1;0,2;7;1;0|0;17;1;0,2;7;1;0|0;17;1;0,2;7;1;0|2;24;1;0|2;24;1;0|2;24;1;0|1;24;1;0|1;24;1;0|1;24;1;0|1;24;1;0",2,0,2
4001,4001,"1;36;1;0|1;1;1;0,1;1;1;3,1;5;1;0,1;3;1;3,1;2;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;5;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;6;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;6;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;6;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;2;1;0|1;1;1;0,1;1;1;3,1;6;1;0,1;1;1;3,1;4;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;2;1;0,1;5;1;3,1;1;1;0,1;1;1;3,1;6;1;0,1;3;1;3,1;2;1;0|1;1;1;0,1;1;1;3,1;6;1;0,1;1;1;3,1;4;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;2;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;7;1;0,1;1;1;3,1;3;1;0|1;1;1;0,1;1;1;3,1;6;1;0,1;1;1;3,1;4;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;2;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;7;1;0,1;1;1;3,1;3;1;0|1;1;1;0,1;5;1;3,1;1;1;0,1;3;1;3,1;4;1;0,1;1;1;3,1;3;1;0,1;5;1;3,1;1;1;0,1;5;1;3,1;3;1;0,1;1;1;3,1;3;1;0|1;36;1;0",1,1,2
4002,4002,"1;25;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;2;1;0,1;3;1;3,1;2;1;0,1;4;1;3,1;2;1;0,1;5;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;5;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;4;1;3,1;2;1;0,1;5;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;2;1;0,1;3;1;3,1;2;1;0,1;1;1;3,1;5;1;0,1;5;1;3,1;1;1;0|1;25;1;0",1,1,2
4003,4003,"1;19;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;2;1;0,1;3;1;3,1;2;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;2;1;3,1;2;1;0,1;1;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;3;1;3,1;1;1;0,1;1;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;3;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;2;1;0,1;2;1;3,1;1;1;0|1;1;1;0,1;2;1;3,1;1;1;0,1;2;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;2;1;0,1;3;1;3,1;2;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0|1;19;1;0",1,1,2
4004,4004,"1;19;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;5;1;3,1;2;1;0,1;4;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0|1;2;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;2;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0|1;2;1;0,1;3;1;3,1;2;1;0,1;5;1;3,1;2;1;0,1;3;1;3,1;2;1;0|1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;9;1;0,1;1;1;3,1;1;1;0|1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;9;1;0,1;1;1;3,1;1;1;0|1;3;1;0,1;1;1;3,1;3;1;0,1;5;1;3,1;1;1;0,1;4;1;3,1;2;1;0|1;19;1;0",1,1,2
4005,4005,"1;43;1;0|1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;5;1;3,1;2;1;0,1;4;1;3,1;2;1;0,1;3;1;3,1;2;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;5;1;3,1;1;1;0|1;2;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;2;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;2;1;3,1;1;1;0,1;2;1;3,1;1;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;5;1;3,1;2;1;0,1;3;1;3,1;2;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;5;1;3,1;1;1;0|1;1;1;0,1;5;1;3,1;1;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;9;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;2;1;3,1;1;1;0,1;2;1;3,1;1;1;0,1;1;1;3,1;9;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;5;1;3,1;1;1;0,1;4;1;3,1;3;1;0,1;3;1;3,1;2;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;5;1;3,1;1;1;0|1;43;1;0",1,1,2
4006,4006,"1;31;1;0|1;1;1;0,1;4;1;3,1;2;1;0,1;5;1;3,1;3;1;0,1;1;1;3,1;4;1;0,1;3;1;3,1;2;1;0,1;5;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;6;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;2;1;0,1;2;1;3,1;2;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;4;1;3,1;2;1;0,1;5;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;5;1;3,1;1;1;0|1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0,1;5;1;3,1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;2;1;3,1;2;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;5;1;0|1;1;1;0,1;1;1;3,1;5;1;0,1;5;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;2;1;0,1;3;1;3,1;2;1;0,1;5;1;3,1;1;1;0|1;31;1;0",1,1,2
